Order ID,Market,Date,Status,Customer,City,Zipcode,Revenue,Order Value,Order Count,Balance
SF-2578,SF,2022-02-24 0:00:00,fulfilled,Customer 49,"San Francisco, CA, USA",94110,94,94,1,-4
SF-2577,SF,2022-02-24 0:00:00,fulfilled,Customer 435,"San Francisco, CA, USA",94131,26,26,1,0
LA-2228,LA,2022-02-24 0:00:00,started,Customer 212,"Los Angeles, CA, USA",90045,102,102,1,-5
EB-2751,EB,2022-02-24 0:00:00,fulfilled,Customer 436,"Albany, CA, USA",94706,75,75,1,0
EB-2750,EB,2022-02-24 0:00:00,fulfilled,Customer 124,"Berkeley, CA, USA",94709,30,30,1,0
SF-2576,SF,2022-02-24 0:00:00,fulfilled,Customer 437,"San Francisco, CA, USA",94118,45,45,1,0
SF-2575,SF,2022-02-24 0:00:00,fulfilled,Customer 438,"San Francisco, CA, USA",94133,57,57,1,-16
EB-2749,EB,2022-02-24 0:00:00,fulfilled,Customer 439,"Delivering from Zero East Bay, CA, USA",94607,67,67,1,-10
EB-2748,EB,2022-02-24 0:00:00,fulfilled,Customer 440,"BERKELEY, CA, USA",94710,63,63,1,0
SF-2574,SF,2022-02-24 0:00:00,fulfilled,Customer 441,"San Francisco, CA, USA",94110,76,76,1,0
LA-2226,LA,2022-02-24 0:00:00,fulfilled,Customer 442,"Los Angeles, CA, USA",90035,77,77,1,0
LA-2225,LA,2022-02-24 0:00:00,fulfilled,Customer 197,"Los Angeles, CA, USA",90027,50,50,1,0
EB-2747,EB,2022-02-23 0:00:00,fulfilled,Customer 444,"Oakland, CA, USA",94606,122,122,1,-17
SF-2573,SF,2022-02-23 0:00:00,fulfilled,Customer 394,"San Francisco, CA, USA",94121,119,119,1,0
LA-2224,LA,2022-02-24 0:00:00,fulfilled,Customer 446,"Los Angeles, CA, USA",90019,60,60,1,0
SF-2572,SF,2022-02-24 0:00:00,fulfilled,Customer 447,"SAN FRANCISCO, CA, USA",94131,30,30,1,0
SF-2571,SF,2022-02-23 0:00:00,fulfilled,Customer 448,"San Francisco, CA, USA",94117,88,88,1,0
EB-2746,EB,2022-02-24 0:00:00,fulfilled,Customer 449,"Oakland, CA, USA",94609,44,44,1,0
EB-2745,EB,2022-02-23 0:00:00,fulfilled,Customer 14,"Alameda, CA, USA",94501,27,27,1,-3
LA-2223,LA,2022-02-24 0:00:00,started,Customer 451,"Los Angeles, CA, USA",90272,86,86,1,0
EB-2744,EB,2022-02-23 0:00:00,fulfilled,Customer 452,"Orinda, CA, USA",94563,72,72,1,0
EB-2743,EB,2022-02-23 0:00:00,started,Customer 59,"Oakland, CA, USA",94611,68,68,1,-15
LA-2222,LA,2022-02-24 0:00:00,fulfilled,Customer 454,"Beverly Hills, CA, USA",90210,25,25,1,0
LA-2221,LA,2022-02-24 0:00:00,fulfilled,Customer 455,"Los Angeles, CA, USA",90068,148,148,1,0
EB-2742,EB,2022-02-23 0:00:00,started,Customer 322,"Oakland, CA, USA",94608,69,69,1,-13
SF-2570,SF,2022-02-24 0:00:00,fulfilled,Customer 47,"San Francisco, CA, USA",94115,67,67,1,0
SF-2569,SF,2022-02-24 0:00:00,fulfilled,Customer 458,"San Francisco, CA, USA",94110,50,50,1,0
LA-2220,LA,2022-02-24 0:00:00,fulfilled,Customer 459,"West Hollywood, CA, USA",90069,127,127,1,0
SF-2568,SF,2022-02-24 0:00:00,fulfilled,Customer 9,"San Francisco, CA, USA",94114,38,38,1,0
EB-2741,EB,2022-02-24 0:00:00,fulfilled,Customer 460,"Oakland, CA, USA",94602,37,37,1,0
EB-2740,EB,2022-02-24 0:00:00,fulfilled,Customer 97,"Berkeley, CA, USA",94707,67,67,1,-3
EB-2739,EB,2022-02-24 0:00:00,fulfilled,Customer 462,"Oakland, CA, USA",94607,105,105,1,0
EB-2738,EB,2022-02-24 0:00:00,fulfilled,Customer 292,"Oakland, CA, USA",94621,32,32,1,-6
SF-2567,SF,2022-02-23 0:00:00,started,Customer 464,"San Francisco, CA, USA",94115,132,132,1,-22
EB-2737,EB,2022-02-23 0:00:00,fulfilled,Customer 465,"Oakland, CA, USA",94618,26,26,1,0
LA-2219,LA,2022-02-23 0:00:00,fulfilled,Customer 466,"Los Angeles, CA, USA",90025,194,194,1,0
SF-2566,SF,2022-02-23 0:00:00,fulfilled,Customer 12,"San Francisco, CA, USA",94117,87,87,1,0
LA-2218,LA,2022-02-23 0:00:00,fulfilled,Customer 468,"Lawndale, CA, USA",90260,194,194,1,0
LA-2217,LA,2022-02-23 0:00:00,started,Customer 469,"Sherman Oaks, CA, USA",91423,153,153,1,-3
LA-2216,LA,2022-02-23 0:00:00,started,Customer 470,"Los Angeles, CA, USA",90019,127,127,1,0
LA-2215,LA,2022-02-23 0:00:00,fulfilled,Customer 471,"Los Angeles, CA, USA",90034,54,54,1,0
EB-2736,EB,2022-02-23 0:00:00,fulfilled,Customer 472,"Richmond, CA, USA",94801,67,67,1,-15
EB-2735,EB,2022-02-23 0:00:00,fulfilled,Customer 473,"Oakland, CA, USA",94608,156,156,1,0
LA-2214,LA,2022-02-23 0:00:00,fulfilled,Customer 474,"Los Angeles, CA, USA",90021,131,131,1,0
LA-2213,LA,2022-02-23 0:00:00,fulfilled,Customer 250,"Los Angeles, CA, USA",91423,34,34,1,0
SF-2565,SF,2022-02-23 0:00:00,fulfilled,Customer 27,"San Francisco, CA, USA",94123,72,72,1,0
SF-2564,SF,2022-02-23 0:00:00,fulfilled,Customer 476,"San Francisco, CA, USA",94115,71,71,1,0
EB-2734,EB,2022-02-23 0:00:00,fulfilled,Customer 477,"Oakland, CA, USA",94610,128,128,1,0
SF-2563,SF,2022-02-23 0:00:00,fulfilled,Customer 57,"San Francisco, CA, USA",94110,142,142,1,0
SF-2562,SF,2022-02-23 0:00:00,fulfilled,Customer 479,"San Francisco, CA, USA",94110,79,79,1,-2
LA-2212,LA,2022-02-23 0:00:00,fulfilled,Customer 480,"Los Angeles, CA, USA",90047,143,143,1,0
EB-2733,EB,2022-02-23 0:00:00,fulfilled,Customer 481,"Berkeley, CA, USA",94709,263,263,1,-10
EB-2732,EB,2022-02-23 0:00:00,fulfilled,Customer 482,"Alameda, CA, USA",94501,76,76,1,-19
LA-2211,LA,2022-02-23 0:00:00,fulfilled,Customer 342,"Los Angeles, CA, USA",90066,23,23,1,0
SF-2561,SF,2022-02-23 0:00:00,fulfilled,Customer 484,"San Francisco, CA, USA",94109,79,79,1,0
EB-2731,EB,2022-02-23 0:00:00,fulfilled,Customer 485,"Oakland, CA, USA",94611,73,73,1,0
SF-2560,SF,2022-02-23 0:00:00,fulfilled,Customer 93,"San Francisco, CA, USA",94131,111,111,1,0
LA-2210,LA,2022-02-23 0:00:00,fulfilled,Customer 117,"Los Angeles, CA, USA",90066,40,40,1,0
LA-2209,LA,2022-02-23 0:00:00,fulfilled,Customer 488,"Los Angeles, CA, USA",90007,37,37,1,0
EB-2730,EB,2022-02-23 0:00:00,fulfilled,Customer 252,"Emeryville, CA, USA",94608,25,25,1,0
SF-2559,SF,2022-02-23 0:00:00,fulfilled,Customer 265,"San Francisco, CA, USA",94107,24,24,1,0
LA-2208,LA,2022-02-23 0:00:00,fulfilled,Customer 152,"Los Angeles, CA, USA",90066,40,40,1,0
LA-2207,LA,2022-02-23 0:00:00,fulfilled,Customer 492,"Los Angeles, CA, USA",90034,19,19,1,0
LA-2206,LA,2022-02-23 0:00:00,fulfilled,Customer 68,"Los Angeles, CA, USA",91403,43,43,1,0
EB-2729,EB,2022-02-23 0:00:00,started,Customer 493,"Piedmont, CA, USA",94611,158,158,1,-3
EB-2728,EB,2022-02-23 0:00:00,fulfilled,Customer 1749,"Oakland, CA, USA",94609,52,52,1,-4
EB-2727,EB,2022-02-23 0:00:00,fulfilled,Customer 494,"Berkeley, CA, USA",94705,105,105,1,0
EB-2726,EB,2022-02-23 0:00:00,fulfilled,Customer 495,"BERKELEY, CA, USA",94703,28,28,1,0
SF-2558,SF,2022-02-23 0:00:00,started,Customer 496,"San Francisco, CA, USA",94110,41,41,1,-15
SF-2557,SF,2022-02-23 0:00:00,fulfilled,Customer 958,"San Francisco, CA, USA",94117,46,46,1,0
LA-2205,LA,2022-02-23 0:00:00,fulfilled,Customer 497,"Los Angeles, CA, USA",90008,153,153,1,0
SF-2555,SF,2022-02-23 0:00:00,fulfilled,Customer 357,"SAN FRANCISCO, CA, USA",94110,25,25,1,0
SF-2554,SF,2022-02-23 0:00:00,fulfilled,Customer 499,"San Francisco, CA, USA",94117,75,75,1,0
EB-2725,EB,2022-02-23 0:00:00,fulfilled,Customer 105,"Berkeley, CA, USA",94708,106,106,1,-4
LA-2204,LA,2022-02-23 0:00:00,fulfilled,Customer 501,"Los Angeles, CA, USA",90027,127,127,1,0
EB-2724,EB,2022-02-23 0:00:00,fulfilled,Customer 502,"OAKLAND, CA, USA",94606,67,67,1,0
EB-2722,EB,2022-02-23 0:00:00,fulfilled,Customer 159,"Oakland, CA, USA",94606,42,42,1,0
EB-2721,EB,2022-02-23 0:00:00,fulfilled,Customer 563,"Oakland, CA, USA",94606,66,66,1,0
SF-2553,SF,2022-02-23 0:00:00,fulfilled,Customer 504,"San Francisco, CA, USA",94110,65,65,1,-12
EB-2720,EB,2022-02-23 0:00:00,fulfilled,Customer 53,"San Lorenzo, CA, USA",94580,25,25,1,-3
EB-2719,EB,2022-02-23 0:00:00,fulfilled,Customer 34,"Richmond, CA, USA",94804,42,42,1,0
SF-2552,SF,2022-02-23 0:00:00,fulfilled,Customer 539,"San Francisco, CA, USA",94117,28,28,1,0
EB-2718,EB,2022-02-23 0:00:00,fulfilled,Customer 506,"Oakland, CA, USA",94608,46,46,1,2
EB-2717,EB,2022-02-23 0:00:00,fulfilled,Customer 178,"Oakland, CA, USA",94607,101,101,1,-3
EB-2716,EB,2022-02-23 0:00:00,fulfilled,Customer 507,"Albany, CA, USA",94707,41,41,1,0
SF-2551,SF,2022-02-23 0:00:00,fulfilled,Customer 28,"San Francisco, CA, USA",94122,46,46,1,0
EB-2715,EB,2022-02-23 0:00:00,fulfilled,Customer 5,"Kensington, CA, USA",94707,66,66,1,-4
EB-2714,EB,2022-02-23 0:00:00,fulfilled,Customer 510,"Berkeley, CA, USA",94707,51,51,1,0
EB-2713,EB,2022-02-23 0:00:00,fulfilled,Customer 148,"Berkeley, CA, USA",94709,60,60,1,0
LA-2202,LA,2022-02-23 0:00:00,started,Customer 511,"Los Angeles, CA, USA",90026,115,115,1,-8
EB-2712,EB,2022-02-22 0:00:00,fulfilled,Customer 269,"El Cerrito, CA, USA",94530,37,37,1,-3
EB-2711,EB,2022-02-22 0:00:00,fulfilled,Customer 513,"BERKELEY, CA, USA",94705,148,148,1,-4
EB-2710,EB,2022-02-22 0:00:00,fulfilled,Customer 514,"Oakland, CA, USA",94607,57,57,1,-1
EB-2709,EB,2022-02-22 0:00:00,started,Customer 515,"Berkeley, CA, USA",94703,139,139,1,-10
EB-2708,EB,2022-02-23 0:00:00,fulfilled,Customer 1178,"Berkeley, CA, USA",94702,79,79,1,0
LA-2201,LA,2022-02-22 0:00:00,started,Customer 516,"LOS ANGELES, CA, USA",90019,217,217,1,0
SF-2550,SF,2022-02-22 0:00:00,fulfilled,Customer 517,"San Francisco, CA, USA",94110,89,89,1,-7
EB-2706,EB,2022-02-23 0:00:00,fulfilled,Customer 755,"Oakland, CA, USA",94609,26,26,1,0
SF-2549,SF,2022-02-22 0:00:00,fulfilled,Customer 189,"San francisco, CA, USA",94131,138,138,1,-7
SF-2548,SF,2022-02-23 0:00:00,fulfilled,Customer 519,"San Francisco, CA, USA",94123,38,38,1,0
LA-2200,LA,2022-02-22 0:00:00,started,Customer 163,"Los Angeles, CA, USA",90008,66,66,1,0
SF-2547,SF,2022-02-23 0:00:00,started,Customer 31,"San Francisco, CA, USA",94121,109,109,1,-10
EB-2705,EB,2022-02-22 0:00:00,fulfilled,Customer 522,"Oakland, CA, USA",94609,72,72,1,-7
EB-2704,EB,2022-02-22 0:00:00,fulfilled,Customer 523,"Alameda, CA, USA",94501,61,61,1,-14
LA-2199,LA,2022-02-23 0:00:00,fulfilled,Customer 524,"Los Angeles, CA, USA",91423,42,42,1,0
EB-2703,EB,2022-02-22 0:00:00,fulfilled,Customer 154,"Oakland, CA, USA",94608,105,105,1,0
EB-2702,EB,2022-02-22 0:00:00,fulfilled,Customer 72,"Berkeley, CA, USA",94709,17,17,1,0
LA-2197,LA,2022-02-23 0:00:00,fulfilled,Customer 527,"Los Angeles, CA, USA",90017,43,43,1,0
EB-2701,EB,2022-02-22 0:00:00,fulfilled,Customer 528,"Oakland, CA, USA",94609,134,134,1,0
SF-2546,SF,2022-02-22 0:00:00,started,Customer 529,"San Francisco, CA, USA",94103,49,49,1,-3
SF-2545,SF,2022-02-23 0:00:00,started,Customer 530,"San Francisco, CA, USA",94115,63,63,1,-15
LA-2196,LA,2022-02-23 0:00:00,fulfilled,Customer 116,"Los Angeles, CA, USA",90026,49,49,1,0
EB-2700,EB,2022-02-23 0:00:00,started,Customer 532,"Berkeley, CA, USA",94703,45,45,1,-16
SF-2544,SF,2022-02-23 0:00:00,fulfilled,Customer 533,"San Francisco, CA, USA",94107,38,38,1,-1
LA-2195,LA,2022-02-23 0:00:00,fulfilled,Customer 534,"Los Angeles, CA, USA",90008,63,63,1,0
LA-2194,LA,2022-02-22 0:00:00,started,Customer 535,"Los Angeles, CA, USA",90026,38,38,1,-1
EB-2699,EB,2022-02-23 0:00:00,started,Customer 407,"Berkeley, CA, USA",94705,23,23,1,0
EB-2698,EB,2022-02-23 0:00:00,started,Customer 537,"Oakland, CA, USA",94618,57,57,1,-19
SF-2543,SF,2022-02-23 0:00:00,fulfilled,Customer 1192,"San Francisco, CA, USA",94131,46,46,1,0
SF-2542,SF,2022-02-23 0:00:00,started,Customer 538,"San Francisco, CA, USA",94118,101,101,1,0
SF-2541,SF,2022-02-22 0:00:00,fulfilled,Customer 539,"San Francisco, CA, USA",94117,65,65,1,-4
EB-2697,EB,2022-02-22 0:00:00,fulfilled,Customer 208,"Albany, CA, USA",94706,29,29,1,0
EB-2696,EB,2022-02-22 0:00:00,started,Customer 541,"Oakland, CA, USA",94618,48,48,1,-6
EB-2695,EB,2022-02-22 0:00:00,started,Customer 262,"El Cerrito, CA, USA",94530,61,61,1,-1
EB-2694,EB,2022-02-22 0:00:00,started,Customer 543,"Hercules, CA, USA",94547,208,208,1,-61
SF-2540,SF,2022-02-22 0:00:00,started,Customer 12,"San Francisco, CA, USA",94117,42,42,1,-14
SF-2539,SF,2022-02-22 0:00:00,started,Customer 545,"San Francisco, CA, USA",94122,89,89,1,-6
SF-2538,SF,2022-02-22 0:00:00,started,Customer 546,"San Francisco, CA, USA",94117,39,39,1,-6
SF-2537,SF,2022-02-22 0:00:00,started,Customer 547,"San Francisco, CA, USA",94110,287,287,1,-11
EB-2693,EB,2022-02-22 0:00:00,started,Customer 231,"Oakland, CA, USA",94610,64,64,1,-3
EB-2691,EB,2022-02-22 0:00:00,started,Customer 120,"Oakland, CA, USA",94603,176,176,1,-14
SF-2536,SF,2022-02-22 0:00:00,fulfilled,Customer 550,"San Francisco, CA, USA",94110,134,134,1,0
EB-2690,EB,2022-02-22 0:00:00,fulfilled,Customer 276,"Oakland, CA, USA",94602,76,76,1,0
LA-2193,LA,2022-02-22 0:00:00,fulfilled,Customer 580,"Los Angeles, CA, USA",90004,28,28,1,0
LA-2192,LA,2022-02-22 0:00:00,fulfilled,Customer 552,"Los Angeles, CA, USA",90064,113,113,1,0
EB-2689,EB,2022-02-22 0:00:00,fulfilled,Customer 322,"Oakland, CA, USA",94608,36,36,1,-9
SF-2535,SF,2022-02-22 0:00:00,fulfilled,Customer 554,"San Francisco, CA, USA",94103,63,63,1,0
LA-2191,LA,2022-02-22 0:00:00,fulfilled,Customer 1166,"Los Angeles, CA, USA",90027,123,123,1,0
SF-2534,SF,2022-02-22 0:00:00,fulfilled,Customer 133,"SAN FRANCISCO, CA, USA",94131,101,101,1,-26
LA-2190,LA,2022-02-22 0:00:00,fulfilled,Customer 556,"Los Angeles, CA, USA",90066,57,57,1,0
SF-2532,SF,2022-02-22 0:00:00,fulfilled,Customer 405,"San Francisco, CA, USA",94114,107,107,1,0
EB-2688,EB,2022-02-22 0:00:00,fulfilled,Customer 558,"Berkeley, CA, USA",94705,82,82,1,-1
LA-2189,LA,2022-02-22 0:00:00,fulfilled,Customer 277,"Los Angeles, CA, USA",90016,120,120,1,0
EB-2687,EB,2022-02-22 0:00:00,fulfilled,Customer 436,"Albany, CA, USA",94706,70,70,1,-14
EB-2686,EB,2022-02-22 0:00:00,fulfilled,Customer 278,"Richmond, CA, USA",94805,56,56,1,0
SF-2531,SF,2022-02-22 0:00:00,started,Customer 69,"San Francisco, CA, USA",94114,28,28,1,-4
SF-2530,SF,2022-02-22 0:00:00,fulfilled,Customer 867,"San Francisco, CA, USA",94107,107,107,1,0
SF-2529,SF,2022-02-22 0:00:00,started,Customer 562,"San Francisco, CA, USA",94117,146,146,1,-19
EB-2685,EB,2022-02-22 0:00:00,fulfilled,Customer 563,"Oakland, CA, USA",94606,22,22,1,0
LA-2188,LA,2022-02-22 0:00:00,fulfilled,Customer 342,"Los Angeles, CA, USA",90066,62,62,1,0
LA-2187,LA,2022-02-22 0:00:00,fulfilled,Customer 301,"Los Angeles, CA, USA",90029,68,68,1,0
LA-2186,LA,2022-02-22 0:00:00,fulfilled,Customer 565,"West Hollywood, CA, USA",90069,97,97,1,0
EB-2684,EB,2022-02-22 0:00:00,fulfilled,Customer 566,"Piedmont, CA, USA",94611,150,150,1,0
SF-2528,SF,2022-02-22 0:00:00,unfulfilled,Customer 433,"San Francisco, CA, USA",94117,72,72,1,0
SF-2527,SF,2022-02-22 0:00:00,fulfilled,Customer 568,"San Francisco, CA, USA",94117,50,50,1,0
LA-2185,LA,2022-02-22 0:00:00,fulfilled,Customer 150,"Los Angeles, CA, USA",90018,67,67,1,0
EB-2683,EB,2022-02-22 0:00:00,fulfilled,Customer 147,"San Leandro, CA, USA",94577,72,72,1,0
EB-2682,EB,2022-02-22 0:00:00,started,Customer 223,"Berkeley, CA, USA",94707,67,67,1,-60
SF-2526,SF,2022-02-22 0:00:00,fulfilled,Customer 572,"San Francisco, CA, USA",94110,23,23,1,-2
LA-2184,LA,2022-02-22 0:00:00,fulfilled,Customer 432,"Los Angeles, CA, USA",90046,20,20,1,0
SF-2525,SF,2022-02-22 0:00:00,fulfilled,Customer 574,"San Francisco, CA, USA",94109,41,41,1,0
SF-2524,SF,2022-02-22 0:00:00,fulfilled,Customer 575,"San Francisco, CA, USA",94131,49,49,1,0
SF-2523,SF,2022-02-22 0:00:00,started,Customer 770,"San Francisco, CA, USA",94103,68,68,1,-6
LA-2183,LA,2022-02-22 0:00:00,fulfilled,Customer 576,"Los Angeles, CA, USA",90066,43,43,1,0
EB-2681,EB,2022-02-22 0:00:00,fulfilled,Customer 381,"Oakland, CA, USA",94608,47,47,1,-4
SF-2522,SF,2022-02-22 0:00:00,started,Customer 577,"San Francisco, CA, USA",94110,102,102,1,-4
SF-2521,SF,2022-02-22 0:00:00,fulfilled,Customer 127,"San Francisco, CA, USA",94117,312,312,1,-47
SF-2520,SF,2022-02-22 0:00:00,fulfilled,Customer 103,"San Francisco, CA, USA",94122,51,51,1,0
LA-2182,LA,2022-02-22 0:00:00,started,Customer 117,"Los Angeles, CA, USA",90066,135,135,1,0
LA-2181,LA,2022-02-22 0:00:00,fulfilled,Customer 580,"Los Angeles, CA, USA",90004,101,101,1,0
LA-2180,LA,2022-02-22 0:00:00,started,Customer 1559,"Santa Monica, CA, USA",90404,47,47,1,0
EB-2680,EB,2022-02-22 0:00:00,started,Customer 495,"BERKELEY, CA, USA",94703,85,85,1,-14
SF-2518,SF,2022-02-22 0:00:00,fulfilled,Customer 69,"San Francisco, CA, USA",94114,77,77,1,0
EB-2679,EB,2022-02-22 0:00:00,fulfilled,Customer 462,"Oakland, CA, USA",94607,70,70,1,-4
EB-2678,EB,2022-02-22 0:00:00,fulfilled,Customer 584,"Berkeley, CA, USA",94708,69,69,1,-14
EB-2677,EB,2022-02-22 0:00:00,fulfilled,Customer 585,"Alameda, CA, USA",94501,73,73,1,0
LA-2179,LA,2022-02-22 0:00:00,fulfilled,Customer 160,"Beverly Hills, CA, USA",90210,147,147,1,0
SF-2517,SF,2022-02-22 0:00:00,fulfilled,Customer 366,"San Francisco, CA, USA",94114,145,145,1,0
EB-2676,EB,2022-02-22 0:00:00,fulfilled,Customer 324,"Oakland, CA, USA",94611,52,52,1,0
SF-2516,SF,2022-02-22 0:00:00,fulfilled,Customer 209,"San Francisco, CA, USA",94131,129,129,1,-5
EB-2675,EB,2022-02-22 0:00:00,fulfilled,Customer 324,"Oakland, CA, USA",94611,177,177,1,-161
SF-2515,SF,2022-02-22 0:00:00,fulfilled,Customer 145,"San Francisco, CA, USA",94121,82,82,1,-5
LA-2178,LA,2022-02-22 0:00:00,fulfilled,Customer 173,"Los Angeles, CA, USA",90038,79,79,1,0
EB-2674,EB,2022-02-22 0:00:00,started,Customer 593,"El Sobrante, CA, USA",94803,35,35,1,-7
SF-2514,SF,2022-02-22 0:00:00,fulfilled,Customer 151,"San Francisco, CA, USA",94124,26,26,1,0
EB-2673,EB,2022-02-22 0:00:00,fulfilled,Customer 594,"Berkeley, CA, USA",94707,40,40,1,0
EB-2672,EB,2022-02-22 0:00:00,fulfilled,Customer 249,"Berkeley, CA, USA",94710,82,82,1,0
EB-2671,EB,2022-02-22 0:00:00,fulfilled,Customer 596,"Alameda, CA, USA",94501,149,149,1,0
LA-2177,LA,2022-02-22 0:00:00,fulfilled,Customer 703,"Los Angeles, CA, USA",90027,29,29,1,0
EB-2670,EB,2022-02-22 0:00:00,fulfilled,Customer 597,"Oakland, CA, USA",94618,24,24,1,0
SF-2513,SF,2022-02-22 0:00:00,fulfilled,Customer 181,"San Francisco, CA, USA",94114,64,64,1,0
EB-2669,EB,2022-02-22 0:00:00,fulfilled,Customer 599,"Richmond, CA, USA",94804,70,70,1,-2
LA-2176,LA,2022-02-22 0:00:00,fulfilled,Customer 426,"Los Angeles, CA, USA",90008,53,53,1,0
SF-2512,SF,2022-02-22 0:00:00,fulfilled,Customer 504,"San Francisco, CA, USA",94110,48,48,1,0
EB-2668,EB,2022-02-22 0:00:00,fulfilled,Customer 602,"Berkeley, CA, USA",94705,81,81,1,0
SF-2511,SF,2022-02-21 0:00:00,fulfilled,Customer 603,"San Francisco, CA, USA",94110,147,147,1,-14
SF-2510,SF,2022-02-22 0:00:00,fulfilled,Customer 604,"San Francisco, CA, USA",94133,88,88,1,0
EB-2667,EB,2022-02-22 0:00:00,fulfilled,Customer 70,"RICHMOND, CA, USA",94804,103,103,1,0
SF-2509,SF,2022-02-22 0:00:00,fulfilled,Customer 606,"SAN FRANCISCO, CA, USA",94107,81,81,1,0
SF-2508,SF,2022-02-22 0:00:00,fulfilled,Customer 607,"San Francisco, CA, USA",94121,115,115,1,-14
EB-2666,EB,2022-02-22 0:00:00,fulfilled,Customer 343,"Berkeley, CA, USA",94702,53,53,1,-11
LA-2174,LA,2022-02-22 0:00:00,fulfilled,Customer 417,"Los Angeles, CA, USA",90024,77,77,1,0
LA-2173,LA,2022-02-22 0:00:00,fulfilled,Customer 16,"Los Angeles, CA, USA",90094,100,100,1,0
EB-2665,EB,2022-02-22 0:00:00,fulfilled,Customer 950,"Oakland, CA, USA",94609,51,51,1,0
EB-2664,EB,2022-02-22 0:00:00,fulfilled,Customer 3,"San Leandro, CA, USA",94578,121,121,1,0
LA-2172,LA,2022-02-21 0:00:00,started,Customer 250,"Sherman Oaks, CA, USA",91423,173,173,1,0
LA-2171,LA,2022-02-21 0:00:00,started,Customer 257,"Los Angeles, CA, USA",90034,37,37,1,0
LA-2170,LA,2022-02-22 0:00:00,fulfilled,Customer 1550,"View Park-Windsor Hills, CA, USA",90043,69,69,1,0
EB-2663,EB,2022-02-22 0:00:00,fulfilled,Customer 614,"Piedmont, CA, USA",94611,132,132,1,0
EB-2662,EB,2022-02-22 0:00:00,fulfilled,Customer 53,"San Lorenzo, CA, USA",94580,45,45,1,0
SF-2507,SF,2022-02-22 0:00:00,fulfilled,Customer 616,"SAN FRANCISCO, CA, USA",94102,39,39,1,0
SF-2506,SF,2022-02-22 0:00:00,fulfilled,Customer 182,"San Francisco, CA, USA",94105,26,26,1,0
SF-2505,SF,2022-02-21 0:00:00,fulfilled,Customer 206,"San Francisco, CA, USA",94121,260,260,1,-1
EB-2661,EB,2022-02-22 0:00:00,fulfilled,Customer 63,"Oakland, CA, USA",94606,47,47,1,0
EB-2660,EB,2022-02-22 0:00:00,unfulfilled,Customer 473,"Oakland, CA, USA",94608,105,105,1,0
SF-2504,SF,2022-02-21 0:00:00,fulfilled,Customer 210,"SAN FRANCISCO, CA, USA",94107,105,105,1,0
LA-2169,LA,2022-02-22 0:00:00,fulfilled,Customer 619,"Delivering from Zero LA, CA, USA",90034,54,54,1,0
SF-2503,SF,2022-02-22 0:00:00,fulfilled,Customer 291,"San Francisco, CA, USA",94109,22,22,1,0
SF-2502,SF,2022-02-22 0:00:00,started,Customer 620,"SAN FRANCISCO, CA, USA",94110,67,67,1,0
LA-2168,LA,2022-02-22 0:00:00,fulfilled,Customer 621,"Los Angeles, CA, USA",90007,33,33,1,0
EB-2659,EB,2022-02-22 0:00:00,fulfilled,Customer 622,"Berkeley, CA, USA",94708,206,206,1,-9
SF-2501,SF,2022-02-21 0:00:00,started,Customer 232,"San Franciso, CA, USA",94115,56,56,1,-6
SF-2500,SF,2022-02-21 0:00:00,started,Customer 624,"San Francisco, CA, USA",94118,82,82,1,-3
LA-2167,LA,2022-02-22 0:00:00,fulfilled,Customer 625,"Los Angeles, CA, USA",90026,89,89,1,0
EB-2658,EB,2022-02-21 0:00:00,started,Customer 292,"Oakland, CA, USA",94621,85,85,1,-3
SF-2499,SF,2022-02-21 0:00:00,fulfilled,Customer 255,"San Francisco, CA, USA",94114,86,86,1,-17
SF-2498,SF,2022-02-21 0:00:00,fulfilled,Customer 114,"San Francisco, CA, USA",94117,73,73,1,-27
EB-2657,EB,2022-02-21 0:00:00,fulfilled,Customer 629,"Oakland, CA, USA",94609,38,38,1,0
LA-2166,LA,2022-02-21 0:00:00,fulfilled,Customer 259,"Los Angeles, CA, USA",90016,98,98,1,0
EB-2656,EB,2022-02-21 0:00:00,started,Customer 273,"Oakland, CA, USA",94610,151,151,1,0
SF-2497,SF,2022-02-21 0:00:00,fulfilled,Customer 161,"San Francisco, CA, USA",94121,47,47,1,0
SF-2496,SF,2022-02-21 0:00:00,fulfilled,Customer 1963,"San Francisco, CA, USA",94109,27,27,1,0
SF-2495,SF,2022-02-21 0:00:00,fulfilled,Customer 218,"San Francisco, CA, USA",94131,37,37,1,-1
EB-2655,EB,2022-02-21 0:00:00,fulfilled,Customer 134,"Alameda, CA, USA",94501,69,69,1,0
EB-2654,EB,2022-02-21 0:00:00,unfulfilled,Customer 635,"Oakland, CA, USA",94607,105,105,1,0
SF-2494,SF,2022-02-21 0:00:00,fulfilled,Customer 96,"San Francisco, CA, USA",94118,268,268,1,0
LA-2165,LA,2022-02-21 0:00:00,fulfilled,Customer 637,"Los Angeles, CA, USA",90013,151,151,1,0
LA-2164,LA,2022-02-21 0:00:00,fulfilled,Customer 638,"Los Angeles, CA, USA",90036,46,46,1,0
LA-2163,LA,2022-02-21 0:00:00,started,Customer 639,"Los Angeles, CA, USA",90026,64,64,1,0
LA-2162,LA,2022-02-21 0:00:00,started,Customer 640,"Los Angeles, CA, USA",90048,34,34,1,0
EB-2653,EB,2022-02-21 0:00:00,fulfilled,Customer 317,"OAKLAND, CA, USA",94611,59,59,1,0
